"id","created_at","updated_at","editedrecord","review","internal_notes","created_by_id","updated_by_id","name","number","description","hastype_id","parent_id","lft","rght","tree_id","level"
633,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.144",NULL,"",1,627,110,111,87,3
634,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.2",NULL,"",1,613,78,107,87,1
635,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.201",NULL,"",1,634,105,106,87,2
636,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.202",NULL,"",1,634,103,104,87,2
637,"2011-10-03 12:14:56","2011-10-03 13:55:49",0,0,"",NULL,NULL,"3.203",NULL,"",1,634,101,102,87,2
638,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.21",NULL,"",1,634,99,100,87,2
639,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.22",NULL,"",1,634,95,98,87,2
640,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.221",NULL,"",1,639,96,97,87,3
641,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.23",NULL,"",1,634,93,94,87,2
642,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.24",NULL,"",1,634,91,92,87,2
643,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.25",NULL,"",1,634,87,90,87,2
644,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.251",NULL,"",1,643,88,89,87,3
645,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.26",NULL,"",1,634,79,86,87,2
646,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.261",NULL,"",1,645,84,85,87,3
647,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.262",NULL,"",1,645,82,83,87,3
648,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.263",NULL,"",1,645,80,81,87,3
649,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.3",NULL,"",1,613,12,77,87,1
650,"2011-10-03 12:14:56","2011-10-03 12:14:56",0,0,"",NULL,NULL,"3.31",NULL,"",1,649,59,76,87,2
651,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.311",NULL,"",1,650,74,75,87,3
652,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.312",NULL,"",1,650,72,73,87,3
653,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.313",NULL,"",1,650,70,71,87,3
654,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.314",NULL,"",1,650,68,69,87,3
655,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.315",NULL,"",1,650,66,67,87,3
656,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.316",NULL,"",1,650,64,65,87,3
657,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.317",NULL,"",1,650,62,63,87,3
658,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.318",NULL,"",1,650,60,61,87,3
659,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.32",NULL,"",1,649,41,58,87,2
660,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.321",NULL,"",1,659,56,57,87,3
661,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.322",NULL,"",1,659,54,55,87,3
662,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.323",NULL,"",1,659,52,53,87,3
663,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.324",NULL,"",1,659,50,51,87,3
664,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.325",NULL,"",1,659,48,49,87,3
665,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.326",NULL,"",1,659,46,47,87,3
666,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.327",NULL,"",1,659,44,45,87,3
667,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.328",NULL,"",1,659,42,43,87,3
668,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.33",NULL,"",1,649,31,40,87,2
669,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.331",NULL,"",1,668,38,39,87,3
670,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.332",NULL,"",1,668,36,37,87,3
671,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.333",NULL,"",1,668,34,35,87,3
672,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.334",NULL,"",1,668,32,33,87,3
673,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.34",NULL,"",1,649,13,30,87,2
674,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.341",NULL,"",1,673,26,29,87,3
675,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.3411",NULL,"",1,674,27,28,87,4
676,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.342",NULL,"",1,673,22,25,87,3
677,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.3421",NULL,"",1,676,23,24,87,4
678,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.343",NULL,"",1,673,20,21,87,3
679,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.344",NULL,"",1,673,14,19,87,3
680,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.3441",NULL,"",1,679,17,18,87,4
681,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.3442",NULL,"",1,679,15,16,87,4
682,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.4",NULL,"",1,613,4,11,87,1
683,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.41",NULL,"",1,682,7,10,87,2
684,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.411",NULL,"",1,683,8,9,87,3
685,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.42",NULL,"",1,682,5,6,87,2
686,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"3.5",NULL,"",1,613,2,3,87,1
687,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4",NULL,"",1,NULL,1,218,161,0
688,"2011-10-03 12:14:57","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.001",NULL,"",1,687,216,217,161,1
689,"2011-10-03 12:14:57","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.002",NULL,"",1,687,214,215,161,1
690,"2011-10-03 12:14:57","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.003",NULL,"",1,687,210,213,161,1
691,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.0031",NULL,"",1,690,211,212,161,2
692,"2011-10-03 12:14:57","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.01",NULL,"",1,687,194,209,161,1
693,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.011",NULL,"",1,692,207,208,161,2
694,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.012",NULL,"",1,692,205,206,161,2
695,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.013",NULL,"",1,692,203,204,161,2
696,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.014",NULL,"",1,692,199,202,161,2
697,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.0141",NULL,"",1,696,200,201,161,3
698,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.015",NULL,"",1,692,197,198,161,2
699,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.016",NULL,"",1,692,195,196,161,2
700,"2011-10-03 12:14:57","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.02",NULL,"",1,687,178,193,161,1
701,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.021",NULL,"",1,700,191,192,161,2
702,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.022",NULL,"",1,700,189,190,161,2
703,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.023",NULL,"",1,700,187,188,161,2
704,"2011-10-03 12:14:57","2011-10-03 12:14:57",0,0,"",NULL,NULL,"4.024",NULL,"",1,700,185,186,161,2
705,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.025",NULL,"",1,700,183,184,161,2
706,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.026",NULL,"",1,700,181,182,161,2
707,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.027",NULL,"",1,700,179,180,161,2
708,"2011-10-03 12:14:58","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.03",NULL,"",1,687,168,177,161,1
709,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.031",NULL,"",1,708,171,176,161,2
710,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.0311",NULL,"",1,709,174,175,161,3
711,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.0312",NULL,"",1,709,172,173,161,3
712,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.032",NULL,"",1,708,169,170,161,2
713,"2011-10-03 12:14:58","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.04",NULL,"",1,687,160,167,161,1
714,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.041",NULL,"",1,713,161,166,161,2
715,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.0411",NULL,"",1,714,164,165,161,3
716,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.0412",NULL,"",1,714,162,163,161,3
717,"2011-10-03 12:14:58","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.05",NULL,"",1,687,158,159,161,1
718,"2011-10-03 12:14:58","2011-10-03 13:55:50",0,0,"",NULL,NULL,"4.06",NULL,"",1,687,144,157,161,1
719,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.061",NULL,"",1,718,155,156,161,2
720,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.062",NULL,"",1,718,151,154,161,2
721,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.0621",NULL,"",1,720,152,153,161,3
722,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.063",NULL,"",1,718,149,150,161,2
723,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.064",NULL,"",1,718,145,148,161,2
724,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.0641",NULL,"",1,723,146,147,161,3
725,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.1",NULL,"",1,687,82,143,161,1
726,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.11",NULL,"",1,725,125,142,161,2
727,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.111",NULL,"",1,726,140,141,161,3
728,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.112",NULL,"",1,726,134,139,161,3
729,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.1121",NULL,"",1,728,137,138,161,4
730,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.1122",NULL,"",1,728,135,136,161,4
731,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.113",NULL,"",1,726,132,133,161,3
732,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.114",NULL,"",1,726,130,131,161,3
733,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.115",NULL,"",1,726,128,129,161,3
734,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.116",NULL,"",1,726,126,127,161,3
735,"2011-10-03 12:14:58","2011-10-03 12:14:58",0,0,"",NULL,NULL,"4.12",NULL,"",1,725,83,124,161,2
